hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
35574,35174,35859,40289,5589,1613,5727,16134,16240,2876,1001,39106,19047,19132,45877,45905,28,1456,563,71879,2226,93,185896,299,2440,1046,1086,28833,17,4,7460,361,304,126,12,15,38,51,7541,200,100,311,2178,361,523,5147,21,7425,236097,228,6781,60,354,5648,276045,889,42,3880,6598,1004,36,77,665,693,518,594,598,7298,4630,7517,881,893,236,56,14394,5724,469,580,21,92,2720,169557,2074,436,43519,47197,102,18,828,29,6213,9390,9584,152,413,362,1516,1114,203,9938,32,3768,62,938118,506,122,338,18,5,910,177,171,7,587646,445,75,222,504,181,8902,4325,2104,2100,23462,3805,3665,3188,3002,5412,15914,23321,884,990,6298,23,722,4,44082,2417,758,812,86646,35532,140,1421,136,10,129,58,97,481,219,8743,81,81,9,97,370,62,1151,202,1667,56,33,75,28,19,479,478,9,137,104,3396,293,271689,61,3115,46,7411,616,215,266,250,70,40,14,638,959,1193,218,114,143,9,23,24,113,541,960,25,2562,53,213,47,39,1606,290,114,83,89,89,181,88,86,1271,25,223,64,87,136,35,6721,84,1806,4,395,33,1221,291,256,58,156,22,20,221,25,230,10,79,18,277,387,205,20,14,113,127,20,88,137,180,76,60,130,2817,460,1318,1249,1295,76914,69745,115,15051,13,15,16,217,2200,79985,TCGA.DD.AAVW,NO
54093,53780,54079,17771,17272,2362,1896,55156,56851,6154,842,31618,50075,50595,104843,104873,23,3409,1418,7866,46510,122,142959,1,285,1510,1823,16551,26,10,2375,1244,759,10,133,59,42,78,13637,279,232,294,485,87,303,11836,17,1277,120505,464,2365,100,188,8209,630983,650,39,136,19440,1573,6,20,167,2388,1920,1211,1264,12490,1371,2099,230,222,33,11,51573,25987,1205,2347,22,120,2924,436897,6204,1071,167609,182153,72,8,1491,15,229,359,345,473,1058,1016,206,301,160,4922,30,6808,23,3443176,504,4,376,2,1,102,19,22,28,377247,837,126,200,37,57,3928,7679,3180,3153,78660,2924,3051,3788,1710,13573,12434,69111,3689,3643,6445,27,57,13,72931,4301,1309,1566,82532,50524,416,1171,171,4,68,63,51,706,51,1513,151,123,11,320,215,127,6531,1058,3113,59,56,169,17,50,688,686,12,39,45,10255,920,2376,16,14063,90,1680,167,72,109,175,24,34,93,1708,332,1578,32,70,45,30,11,6,32,1940,97,45,1575,53,274,117,10,2,138,20,188,170,21,15,45,45,2067,52,385,105,62,425,61,11524,17,915,18,281,34,45,85,644,125,69,17,0,43,81,5,43,66,53,61,737,226,17,26,41,98,48,0,204,43,95,146,605,3510,108,51,56,57,70808,61682,34,50494,18,39,145,487,7069,10593,TCGA.DD.AAVU,NO
119599,120097,120492,81136,10133,4164,20893,89449,91355,7190,2621,54273,42433,43214,152865,153153,28,3999,979,142223,597269,88,179986,369,4698,1735,1809,28138,43,23,11655,1368,883,413,56,29,65,67,8882,555,557,1115,2763,620,642,12438,61,13979,376119,2779,11027,35,863,19877,1212870,1874,91,3260,33834,4378,45,96,2179,1683,1379,1150,1085,6597,7978,10867,1198,1162,714,136,68523,50353,1900,3154,41,108,7860,176812,4945,1337,42051,48131,217,2483,2093,58,21860,31327,31353,192,412,385,2499,2373,427,11348,84,3096,91,3024537,1502,379,82,131,90,4557,409,358,81,989783,1212,246,1515,1978,197,17023,21169,9420,9546,49909,5831,5839,5979,7334,25100,22821,27792,1949,2192,6792,142,752,25,90984,4284,1582,1835,125585,67575,300,1491,480,19,110,135,222,729,402,22590,320,160,20,652,1815,192,2353,208,4069,76,56,233,53,26,792,794,67,210,174,6248,546,67199,95,9302,99,8856,706,548,542,430,168,159,60,1241,1718,4641,669,158,253,70,73,65,181,12111,3893,61,3332,17,261,122,62,1272,744,75,1047,1065,79,375,138,153,2769,66,892,142,170,454,60,14621,98,4848,48,3227,50,809,211,994,217,236,35,17,437,79,761,20,172,54,488,1231,340,23,73,59,11314,48,354,354,337,218,306,295,3023,687,307,286,308,30388,26435,152,72858,42,23,152,1152,2988,150511,TCGA.DD.AACM,NO
23293,23255,23316,8832,3910,581,772,7596,7768,1178,431,22037,43036,43371,153387,152717,114,3461,950,43322,143888,254,251435,145,362,994,1110,24443,11,5271,369,895,605,23,7,24,102,63,14931,791,1322,76,115,29,946,4224,27,7645,24273,221,762,27,1384,16295,849628,1454,5,2983,11893,2263,3,4,512,1422,793,791,775,20395,6572,15680,1839,1893,56,12,156802,82109,633,1097,39,488,3119,357226,5601,688,71173,79129,37,1184,1095,12,158,238,253,1238,2098,1912,122,99,179,6317,199,12490,395,515166,1768,6,252,2,9,432,7,4,56,580308,2398,578,932,3832,199,4541,8467,3635,3486,50383,5925,6018,10394,2410,18590,15538,13679,1231,1263,3096,94,318,31,80158,2382,1702,1920,58440,58811,410,1519,574,10,99,59,159,798,22,11050,182,264,27,477,263,305,715,164,2565,188,55,187,110,10,903,899,9,16,10,4021,368,317516,2,1324,8,366,30,13,15,17,6,2,22,1033,144,1468,19,4,9,23,4,13,55,865,5413,58,2149,9,81,124,29,6623,292,1,95,91,1,3,4,15,3363,71,624,118,42,162,37,10610,4,523,1,473,52,549,215,388,89,24,70,54,117,71,144,12,112,17,13,723,258,16,19,11,7692,54,10,303,6,27,92,239,2768,18,275,254,288,117990,107677,17,57364,14,22,327,79,2521,8700,TCGA.2Y.A9H7,NO
54034,53883,54049,18491,10904,4639,1409,51118,52064,3342,556,47037,73537,74010,135472,135859,126,1976,1754,9196,29170,353,74413,74,264,1157,1385,7616,14,1640,281,1099,789,21,21,36,22,37,16794,250,31,176,66,15,228,4631,19,1560,93064,418,1225,33,183,10520,171104,567,1,397,13811,872,4,1,210,1249,552,687,707,11662,1854,4074,352,364,46,12,532,161,268,701,24,169,1358,372170,3613,280,98380,104976,24,9,952,3,207,316,398,346,630,580,78,67,117,180,205,5335,23,614812,346,8,1325,0,3,233,5,4,10,635779,1429,374,124,60,72,2072,11642,2892,2665,29005,3901,3989,2995,921,17165,12683,5742,203,253,2335,33,46,18,9040,1245,621,712,70870,42487,607,1905,350,8,118,25,188,246,7,349,54,90,13,106,70,49,405,267,1808,37,40,102,14,6,470,471,21,8,5,2155,158,6807,0,752,15,333,26,6,9,5,5,2,18,562,102,427,9,9,6,22,0,2,9,962,152,29,4531,13,155,131,7,10386,129,0,203,237,4,5,7,32,1356,21,207,44,10,85,9,9694,1,191,1,206,25,977,108,129,43,14,16,29,50,27,32,16,23,3,13,403,125,10,9,32,3706,25,6,330,12,10,114,348,613,12,61,45,47,59789,54884,20,21586,8,1,0,330,4283,11088,TCGA.EP.A2KB,NO
15164,15136,15041,12411,1481,590,1237,7355,7780,1052,400,4345,7084,7237,20179,20437,159,2059,178,17376,44111,59,16873,54,504,270,252,8292,14,1479,632,214,97,35,15,21,19,18,2164,56,61,155,296,68,137,2446,13,902,117596,351,1353,54,15,2354,144833,416,63,138,3493,179,15,12,162,312,384,399,437,19652,747,1919,123,137,41,9,3431,1149,345,413,8,199,1527,65687,1603,240,8012,9613,21,4,1368,18,682,1062,1167,2305,2957,2940,222,213,75,1392,19,13091,31,422570,2788,21,144,3,0,73,18,18,8,84515,150,50,247,269,12,1578,1270,1288,1265,37633,2729,2747,2009,597,2496,7860,6909,169,213,1008,24,934,16,22309,1299,1271,1334,18880,72336,136,587,27,10,30,9,30,81,64,3415,290,27,2,177,102,16,445,21,1390,21,14,84,17,3,236,236,13,16,11,1520,102,317,11,4162,44,1009,72,17,27,12,17,16,4,382,136,1823,22,8,12,23,8,4,31,682,782,33,2563,4,85,27,0,5481,157,11,103,109,4,34,23,9,1549,27,132,41,25,44,27,3224,6,397,7,208,64,46,51,160,68,25,92,20,38,24,265,4,25,8,40,249,110,6,8,9,746,25,15,31,14,21,34,20,390,22,148,142,140,251694,209448,36,17253,28,21,16,50,265,17315,TCGA.CC.A8HU,NO
17628,17530,17623,13439,3367,939,2660,9613,9945,1511,891,19975,13034,13219,28394,28449,21,425,135,86196,4638,12,19652,173,1845,1077,1123,16136,6,3,2769,850,470,24,4,8,26,11,2864,231,26,250,1208,208,175,3576,32,3867,79480,90,8147,25,59,2283,95763,257,32,636,2944,380,18,32,1108,561,349,330,367,3189,1858,3747,398,376,117,34,17605,3070,215,934,8,40,1200,39274,517,495,8329,10341,83,6,798,13,6732,9181,8599,256,473,498,40,47,198,5289,38,2743,42,658989,440,141,287,0,0,310,146,142,0,459950,192,57,258,395,147,3822,2000,1047,1111,16026,2173,2230,2917,1605,2865,10884,16083,1450,1526,4166,17,19,10,77957,995,1110,1188,16170,35167,269,1581,52,4,55,23,37,195,260,788,74,30,6,67,316,11,913,177,1300,30,19,146,16,40,471,467,3,88,43,3360,221,272,31,930,12,2633,139,87,233,36,26,70,5,353,808,383,5,90,69,38,40,53,116,381,365,22,515,13,106,33,36,11,270,25,22,37,20,127,73,65,1123,39,155,28,88,154,29,2284,44,1301,15,256,36,1197,117,126,36,38,16,7,318,16,179,6,11,19,80,215,261,27,26,15,42,38,242,40,75,19,29,49,469,84,110,103,91,28983,24465,70,13008,5,24,12,132,868,47868,TCGA.DD.A4NB,YES
13379,13353,13321,8397,3301,910,1689,4142,4251,1229,734,9366,13471,13591,51838,51709,43,1445,195,79794,17964,23,95548,25,1426,1023,1031,13935,27,383,2083,214,126,123,55,18,64,59,6217,325,352,380,1057,182,141,6278,28,9310,92453,121,7508,8,683,6747,445883,574,58,697,3102,961,24,33,2691,802,1321,1022,1036,5908,2236,6031,401,404,493,128,89385,27333,370,1442,8,207,3165,104724,1951,1092,16678,22957,61,19,1569,50,4548,6579,6561,608,1029,1101,89,81,193,849,24,3730,74,1237712,3515,121,130,342,396,33775,95,99,25,806790,445,160,1003,1607,550,7993,4165,3164,2928,44179,2754,2791,3782,3632,7828,25288,15598,924,1050,2339,48,65,25,56723,2108,2499,2546,22102,81657,96,1648,112,9,133,46,112,247,96,1415,169,119,5,159,791,159,3882,177,2268,60,19,211,14,82,1236,1226,10,78,33,5568,373,2201,29,4897,36,1901,128,69,155,32,16,5,8,981,528,1838,7,48,26,65,18,31,69,474,1312,57,1872,8,198,81,21,17,502,19,45,43,20,61,46,40,3268,40,477,76,83,496,50,4155,29,937,106,449,290,1108,123,373,128,32,87,8,240,43,296,10,50,45,93,399,214,18,32,17,233,73,183,106,56,71,67,45,507,80,192,195,179,38661,34406,50,36133,16,51,130,88,1524,45384,TCGA.PD.A5DF,YES
92007,91550,92334,78889,32039,2706,5225,59301,60341,7795,1739,85170,130343,131185,29964,30057,47,2296,699,329300,21620,45,217564,157,3651,3685,4097,37541,7,12,6078,765,577,253,156,28,12,57,9463,831,147,347,2171,318,1869,6716,93,33272,983758,2349,22058,118,475,5456,780898,1111,44,9416,14099,4305,115,42,1751,832,1046,1982,1982,3444,2473,7153,560,486,220,26,7957,2400,517,2036,16,37,4291,311496,4044,832,51845,54843,1047,71,1614,39,15548,27183,35301,62,277,225,1100,806,336,5583,182,1200,31,458817,1924,278,2140,45,36,959,99,88,20,1260656,519,136,917,258,212,13022,15213,5569,5231,27990,16179,15991,14428,5939,23699,24543,77993,2290,2421,38630,36,924,14,201200,5264,2250,2730,44951,203150,389,947,172,48,231,91,179,391,278,1969,139,517,265,375,628,145,1514,3009,2652,78,22,70,36,92,615,610,16,137,54,8883,744,38195,85,15511,295,8308,390,89,105,90,143,28,15,576,3329,595,231,27,61,6,40,47,149,9678,937,35,8512,11,340,51,108,323,243,16,938,964,38,87,50,305,547,12,118,53,29,1015,102,3975,33,2518,292,753,95,1573,289,246,165,74,39,19,360,117,509,27,86,42,250,187,158,35,29,151,792,89,79,344,203,53,101,182,2233,144,161,164,200,37797,34838,65,7781,28,32,13,446,10649,84009,TCGA.DD.A11B,NO
124631,124247,123967,114136,37963,2965,2743,87933,88721,6022,1571,142364,67009,68224,52773,52793,24,2616,591,40206,167725,157,71428,4,495,2942,3131,11207,47,19,1275,1473,1057,133,291,11,39,73,17155,197,90,148,750,49,561,5449,11,1448,220739,525,1470,137,86,10550,1105946,1987,22,523,14197,5715,5,15,286,466,425,314,335,4843,1136,2961,282,248,33,12,10682,5595,810,741,11,51,2144,522840,4601,453,136792,144234,124,1127,424,8,607,1071,1227,148,322,275,552,441,228,11687,43,1625,18,606150,477,13,2003,56,36,2426,32,29,34,1836300,281,61,231,582,106,3074,7088,3072,2975,54445,9982,9941,10481,1253,11247,20358,14941,266,398,9195,20,1415,12,279128,1740,1463,2413,98563,118220,320,5010,252,7,160,99,181,725,54,3394,117,89,21,627,248,139,722,55,2164,189,42,80,3,8,1018,1016,36,17,25,8475,320,28218,4,9914,138,1754,66,36,20,34,13,10,37,702,275,772,113,11,11,20,8,9,37,829,2583,16,837,35,453,88,33,3326,269,8,202,175,8,19,8,32,1719,16,307,49,11,485,29,5589,15,695,89,520,27,297,365,412,72,13,17,26,109,82,210,11,68,2,36,170,223,18,26,196,227,31,1,149,19,139,153,232,2000,23,306,303,305,31393,29400,13,17684,9,29,7,771,5192,24778,TCGA.DD.A11B,NO
31929,31482,32042,21181,7236,1628,1273,25467,26636,2314,1177,8164,10423,10337,38352,38816,30,779,174,13239,66841,21,52222,0,397,541,584,7214,9,547,652,256,158,22,23,5,26,9,3936,200,119,157,293,32,56,5965,25,3530,47848,1248,1662,3,378,7165,257655,474,28,352,2881,559,4,14,1372,784,605,581,601,1419,1331,1399,163,182,39,7,96216,27067,255,708,7,36,2654,62357,1177,153,17534,21278,61,21,1193,35,749,1179,1226,116,257,263,8,9,279,3212,26,826,48,697776,4465,23,87,184,231,12080,12,13,13,338899,317,140,616,304,63,2985,1827,1099,1024,24645,2078,2102,4157,1166,3015,12260,10206,683,740,4161,22,377,7,38575,1068,1128,1209,17730,25046,122,1334,69,3,51,36,25,141,37,1205,94,12,4,134,1142,72,1704,31,2815,22,34,186,16,12,287,290,3,18,11,2263,252,1735,9,2913,25,704,59,40,49,23,5,7,7,793,123,2185,3,31,31,14,8,5,18,6940,342,22,894,5,104,20,24,7,214,13,597,544,11,27,26,36,1986,66,336,63,52,650,89,6509,19,431,116,262,51,325,83,181,47,49,58,24,540,16,329,23,39,45,18,557,183,7,16,18,429,30,18,39,18,33,21,124,911,45,7713,7585,7713,13922,11683,23,17461,10,0,98,155,1797,10617,TCGA.GJ.A6C0,YES
138514,137897,138724,115741,9976,7128,9717,96154,98708,8864,2725,42768,46516,47907,166828,167189,76,5315,1229,82380,48444,103,64076,14,3331,1573,1695,41776,44,13,3437,1019,655,316,48,71,169,98,19491,383,233,416,1143,330,729,8591,188,7017,399863,660,7044,39,173,2247,219284,1961,106,1438,13256,3777,67,22,894,2084,2161,1519,1549,26800,11190,43113,2222,2427,481,95,71105,46283,995,1788,26,390,3391,196836,5149,338,49179,54506,223,763,1231,11,8269,12636,13427,1792,2406,2241,7938,5957,1091,579,39,17211,132,1940172,2808,155,316,60,63,2406,207,209,32,565319,1333,268,497,1162,339,11212,14673,6247,6146,87479,7428,7498,7116,4252,20353,17961,18837,734,819,4981,207,182,28,263443,3886,2808,3665,94212,94551,500,3850,297,13,77,70,375,1048,138,5232,152,132,4,694,427,107,1827,171,3495,101,78,175,49,20,435,440,27,89,49,8550,557,17201,36,1606,24,2855,249,102,223,140,45,30,35,1446,669,1022,1271,49,33,44,30,38,206,1370,1897,158,8022,2,73,157,24,38263,396,17,221,197,23,104,52,131,3262,49,575,134,174,372,33,12953,21,2238,6,836,156,629,240,608,177,103,55,12,257,73,139,31,116,58,85,841,264,17,35,17,7194,62,137,216,91,182,101,68,1304,195,137,127,100,168718,150287,109,76098,14,101,195,796,3174,75570,TCGA.DD.AADW,NO
59995,59220,59782,45371,3668,10611,3319,61544,61857,4659,2621,35877,54723,55355,169544,169475,208,7385,1941,58717,192301,207,79771,1264,1071,1132,1147,21755,124,347,1447,875,682,441,0,73,116,136,22365,139,100,537,664,31,277,9220,69,13370,331074,730,4846,249,662,2673,757863,1601,137,5038,87215,895,133,5,2925,1334,2413,1905,1980,16563,2503,10298,981,973,125,24,96572,46183,505,3006,43,643,5599,373945,3992,2038,92318,97638,211,432,3617,27,2229,3646,4531,489,1267,1221,1413,1358,827,11350,41,5906,122,828623,1088,89,2756,47,32,1886,88,109,49,479186,1927,554,635,49,231,4777,13656,7635,7194,130334,16618,16838,14642,3132,36543,80081,22719,427,496,5323,63,148,17,40524,6902,3851,3921,134993,196132,1390,2949,719,44,125,137,323,1216,67,913,314,675,18,330,533,318,1560,95,4243,278,12,95,122,7,1588,1584,145,29,28,13545,972,6928,17,3223,48,2028,66,29,43,39,23,24,169,1051,750,1692,326,29,6,76,22,26,50,2752,248,60,8784,126,615,190,32,30105,434,7,281,269,5,31,16,77,2089,56,444,63,16,411,80,7152,10,1241,16,1935,107,402,222,563,119,114,51,31,363,84,503,25,180,19,77,233,149,17,26,107,60,111,165,585,33,317,245,40,2536,36,202,221,211,155281,147186,72,42921,21,16,57,1171,736,61461,TCGA.DD.A1EF,YES
49428,48960,49446,23131,9530,925,4143,26469,27728,3264,966,30870,28713,29116,63263,62826,64,1557,662,72380,43914,28,42678,16,1201,1369,1474,8219,19,3549,1264,629,343,16,30,19,14,24,2110,272,195,446,381,141,189,9225,19,4304,298623,7802,3459,21,129,10404,328402,710,17,1018,6323,2097,13,26,446,1634,1870,1460,1479,5149,2444,5626,412,378,92,33,41030,11946,667,1145,7,102,1311,149687,1728,567,33753,39992,216,371,1715,18,3741,5963,6329,490,756,729,57,111,79,297,48,3284,109,1257766,2192,102,135,714,807,24149,88,84,26,466427,372,120,1995,882,75,6644,5193,4057,4123,31806,5252,5190,3868,2419,7464,11767,19802,663,758,4169,35,18,45,90341,1816,1801,2092,42475,58652,301,1107,68,2,96,37,57,198,51,820,83,149,4,312,373,53,1037,25,1882,122,19,75,72,8,381,376,4,40,18,3807,260,14840,15,4191,50,1271,132,65,78,44,28,19,16,748,243,1162,13,11,13,28,6,11,60,18696,1070,45,805,4,237,54,39,10,213,23,1740,1704,17,47,30,67,776,22,122,36,53,159,23,3814,13,857,33,611,72,369,195,417,56,48,18,50,227,43,285,14,73,46,50,322,143,11,18,11,97,55,75,86,31,42,53,38,1033,59,123,142,144,38068,31535,63,18050,34,55,96,112,3674,26149,TCGA.XR.A8TG,YES
30983,30868,31217,10135,9722,662,1270,7528,7450,1111,311,26340,25944,26241,193395,193362,48,2623,1259,14225,369544,351,103647,0,439,1206,1442,19327,24,8170,299,820,542,57,27,4,148,71,20213,159,70,111,95,17,713,5698,13,3326,35392,228,1033,0,165,5604,367764,1193,14,1418,10241,2912,1,4,352,655,568,385,435,14799,8326,22690,1052,1130,55,12,5320,3989,447,694,13,180,2790,269209,3425,365,64012,69551,20,726,656,5,163,267,299,234,606,537,87,54,159,614,110,7171,112,372052,724,5,179,1274,1151,81943,3,5,26,811989,659,149,489,840,75,1941,17072,4546,4502,28715,4046,4027,4939,703,19055,1456,11565,1277,1427,2600,60,103,25,103110,1666,1244,1545,98899,46983,354,2259,662,5,174,65,129,97,7,706,157,72,16,326,231,117,298,269,2498,47,42,66,32,20,567,569,6,3,7,2994,336,21903,2,1474,17,284,27,16,14,6,3,5,43,822,98,966,22,6,3,48,6,7,15,698,1475,26,5721,6,85,64,22,7429,182,4,99,88,3,6,4,8,2370,32,429,65,19,421,10,8354,5,368,10,705,43,299,220,431,59,18,29,14,62,44,86,14,117,2,13,393,182,9,22,96,26848,36,1,322,6,177,112,268,1349,10,51,32,39,74505,65416,10,47779,7,10,9,59,3704,13117,TCGA.DD.AADJ,NO
9232,9082,9163,2361,677,197,494,2734,2998,653,116,17619,15405,15713,23123,22842,12,639,241,10541,43741,12,65611,0,174,278,284,10746,2,412,424,192,83,6,51,18,11,9,1559,80,89,57,300,130,395,1459,3,719,16774,146,309,42,121,10880,389986,241,0,94,1540,428,6,10,214,257,380,233,217,1690,339,800,53,31,8,2,24578,6960,76,636,3,23,621,112678,866,225,19156,21676,37,2,829,1,59,78,92,311,423,393,19,33,33,175,71,1189,17,260572,433,0,43,2,1,72,2,2,9,236945,104,30,89,19,49,836,1749,727,687,23080,1628,1647,2787,277,2371,2253,6493,183,176,1471,8,2,27,19400,691,1500,1530,9436,97064,409,651,33,3,25,7,16,195,86,235,46,63,6,137,55,34,388,20,913,52,6,74,3,5,290,285,0,41,4,2992,174,1404,14,299,2,3118,87,28,32,9,36,6,6,211,68,93,6,4,9,0,6,9,15,220,38,12,1545,4,241,62,2,4,46,13,25,42,13,36,7,9,815,7,45,11,19,78,2,1711,13,194,28,138,48,433,77,214,48,7,29,26,34,19,253,3,9,5,80,164,108,5,1,101,35,22,2,48,48,8,35,60,785,60,170,162,167,25145,20602,3,8816,6,1,36,17,233,7944,TCGA.XR.A8TF,NO
68877,67767,68919,48959,9388,3191,17838,56865,57714,4764,2394,29288,41743,41718,80127,80602,33,6422,599,211929,39391,72,42402,282,4589,1958,1903,20814,24,4178,7566,558,339,116,11,25,57,34,16160,653,171,485,10125,842,395,11734,3074,13852,665925,1285,9945,48,383,7346,217868,1089,110,3079,19704,1148,33,583,848,1520,3170,2513,2591,11161,8016,20315,1473,1379,538,80,84164,39515,588,1492,41,354,5637,125314,2396,957,24331,29364,419,65,1866,67,8657,13810,16282,407,1085,1084,6045,5882,16782,14771,36,4541,45,4104359,6378,309,138,50,22,1434,246,275,13,639898,1100,375,11757,1885,367,23774,8204,14445,14394,60380,10940,11016,8870,22687,20467,33216,71667,2907,3040,8754,81,66,39,213766,16339,2677,2963,150836,61421,577,3371,242,16,140,145,315,2103,317,3849,130,168,11,372,1008,127,2604,125,2914,171,71,64,52,16,488,487,22,920,119,5900,392,19832,752,4175,50,25206,1942,793,1121,1390,335,69,42,1208,1670,1811,979,159,134,36,48,44,93,8443,2202,52,2520,65,312,51,129,30,449,971,501,575,579,293,810,179,1079,25,222,47,36,278,49,4162,241,1969,10,978,72,2424,576,426,149,104,17,22,921,76,605,19,118,84,1273,326,277,50,33,31,162,124,233,219,619,66,189,71,115,1376,505,509,483,66351,61348,261,44128,19,92,205,435,2408,235107,TCGA.K7.AAU7,YES
